Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
bn,am,0.28,12,42,0.0002,2028,10000,0.2028,1.0,0.6445,0.5759,0.4054,0.5472,0.2739
bn,ar,0.11,42,12,0.0,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,az,0.26,14,40,0.0001,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,ca,0.26,14,40,0.0,10000,10000,1.0,0.9091,0.7035,0.5479999999999999,0.303,0.4961,0.39899999999999997
bn,ceb,0.16,39,15,0.0,10000,10000,1.0,1.0,0.9589,0.6749,0.6162,0.5158,0.20199999999999999
bn,ckb,0.25,18,36,0.0,6279,10000,0.6279,0.75,0.7837,0.8886,0.6162,0.5983,0.2206
bn,de,0.26,14,40,0.0,10000,10000,1.0,0.8571,0.6135,0.5582,0.4407,0.5404,0.3565
bn,fa,0.22,26,28,0.0,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,fr,0.22,26,28,0.0,10000,10000,1.0,0.9375,0.6691,0.5423,0.4407,0.4753,0.3951
bn,ha,0.21,32,22,0.0,1071,10000,0.1071,1.0,0.7757,0.621,0.3333,0.5666,0.4309
bn,hi,0.45,2,52,0.0,10000,10000,1.0,0.625,0.5316,0.4115,0.3613,0.3481,0.0659
bn,hu,0.23,22,32,0.0,10000,10000,1.0,1.0,0.6162,0.5563,0.3613,0.5319,0.3308
bn,ilo,0.22,26,28,0.0002,3549,10000,0.3549,1.0,0.7813,0.5888,0.6162,0.44299999999999995,0.1675
bn,id,0.35,6,48,0.0,10000,10000,1.0,1.0,0.7609999999999999,0.5965,0.4054,0.5144,0.2043
bn,it,0.32,7,47,0.0,10000,10000,1.0,0.9,0.7196,0.6528,0.6162,0.5625,0.3607
bn,jv,0.27,13,41,0.0,9243,10000,0.9243,1.0,0.8234,0.5497,0.4646,0.4621,0.177
bn,kk,0.2,33,21,0.0,10000,10000,1.0,1.0,0.7323,0.8779,1.0,0.5983,0.1494
bn,rw,0.07,48,6,0.0,864,10000,0.0864,1.0,0.8357,0.643,0.6162,0.5182,0.3548
bn,ky,0.22,26,28,0.0,10000,10000,1.0,1.0,0.706,0.5713,0.4407,0.5337,0.1243
bn,ku,0.25,18,36,0.0,4006,10000,0.4006,1.0,0.6875,0.8416,0.6162,0.5983,0.2203
bn,lo,0.01,53,1,0.0,521,10000,0.0521,1.0,0.7201,0.6185,0.6162,0.522,0.0878
bn,mr,0.48,1,53,0.0002,10000,10000,1.0,0.5714,0.4989,0.4685,0.6162,0.3908,0.0769
bn,mt,0.08,47,7,0.0,1390,10000,0.139,1.0,0.8831,0.6749,0.6162,0.578,0.3609
bn,my,0.02,51,3,0.0,3282,10000,0.3282,1.0,0.6685,0.5256,0.3743,0.4589,0.0271
bn,ms,0.41,3,51,0.0,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,nl,0.18,36,18,0.0,10000,10000,1.0,0.9,0.672,0.5994,0.6162,0.5193,0.3795
bn,ny,0.04,49,5,0.0,237,10000,0.0237,1.0,0.8485,0.9214,0.6162,0.5983,0.3778
bn,om,0.1,44,10,0.0,265,10000,0.0265,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,pa,0.4,4,50,0.0,7902,10000,0.7902,0.5714,0.5316,0.4565,0.6162,0.3369,0.0784
bn,pl,0.26,14,40,0.0,10000,10000,1.0,0.8333,0.6739,0.5771,0.303,0.5472,0.3333
bn,pt,0.22,26,28,0.0,10000,10000,1.0,0.9333,0.7402,0.6188,0.6162,0.4991,0.4285
bn,ro,0.31,10,44,0.0001,10000,10000,1.0,0.8889,0.6943,0.5646,0.3824,0.4997,0.3135
bn,ru,0.11,42,12,0.0,10000,10000,1.0,0.8,0.6496,0.6022,0.303,0.5962,0.1817
bn,sn,0.17,37,17,0.0,592,10000,0.0592,1.0,0.8453,0.6731,0.6162,0.5667,0.3987
bn,so,0.09,46,8,0.0,1246,10000,0.1246,1.0,0.6629,0.5064,0.2804,0.4468,0.2623
bn,es,0.32,7,47,0.0,10000,10000,1.0,0.9231,0.7244,0.6366,0.4717,0.5849,0.4195
bn,sw,0.2,33,21,0.0002,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,sv,0.19,35,19,0.0,10000,10000,1.0,0.8571,0.6936,0.5906,0.6162,0.4906,0.3374
bn,ta,0.25,18,36,0.0,10000,10000,1.0,1.0,0.59,0.5409,0.6162,0.4661,0.0954
bn,te,0.38,5,49,0.0,5991,10000,0.5991,1.0,0.631,0.4095,0.2163,0.3198,0.0722
bn,tg,0.24,21,33,0.0,10000,10000,1.0,0.8,0.7874,0.8905,0.6162,0.5983,0.1302
bn,tl,0.3,11,43,0.0,10000,10000,1.0,1.0,0.7757,0.5766,0.3613,0.461,0.1751
bn,th,0.1,44,10,0.0001,10000,10000,1.0,1.0,0.8073,0.5483,0.2804,0.4147,0.0781
bn,ti,0.02,51,3,0.0,81,10000,0.0081,1.0,0.6983,0.6444,0.6162,0.5877,0.2701
bn,tk,0.23,22,32,0.0001,1152,10000,0.1152,1.0,0.6441,0.8285,1.0,0.5983,0.1634
bn,tr,0.32,7,47,0.0,10000,10000,1.0,1.0,0.6826,0.5951,0.3613,0.5667,0.2784
bn,uk,0.22,26,28,0.0,10000,10000,1.0,0.8333,0.6421,0.6046,0.6162,0.5256,0.3128
bn,ug,0.14,40,14,0.0,1167,10000,0.1167,1.0,0.674,0.8461,1.0,0.5983,0.1188
bn,uz,0.23,22,32,0.0,10000,10000,1.0,1.0,0.6704,0.6242,0.6162,0.5983,1.0
bn,vi,0.14,40,14,0.0,10000,10000,1.0,1.0,0.8192,0.609,0.4407,0.5242,0.0921
bn,xh,0.04,49,5,0.0,218,10000,0.0218,1.0,0.88,0.6815,0.6162,0.5552,0.4493
bn,yo,0.23,22,32,0.0002,7227,10000,0.7227,1.0,0.8155,0.5743,0.3613,0.4464,0.4653
bn,zu,0.17,37,17,0.0,462,10000,0.0462,1.0,0.7558,0.635,0.47,0.5757,0.4177
jv,am,0.66,23,31,0.00010818998160770312,2028,9243,0.21940928270042195,1.0,0.8603,0.599,0.529,0.4308,0.3993
jv,ar,0.64,45,9,0.0,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,az,0.66,23,31,0.011468138050416531,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,bn,0.67,9,45,0.0,10000,9243,1.0818998160770312,1.0,0.8234,0.5497,0.4646,0.4621,0.177
jv,ca,0.66,23,31,0.01590392729633236,10000,9243,1.0818998160770312,1.0,0.7671,0.4892,0.4646,0.3445,0.574
jv,ceb,0.67,9,45,0.0037866493562696093,10000,9243,1.0818998160770312,0.5714,0.8174,0.5722,0.7223,0.4751,0.0897
jv,ckb,0.66,23,31,0.00010818998160770312,6279,9243,0.679324894514768,1.0,0.762,0.9339,0.7223,0.611,0.3907
jv,de,0.67,9,45,0.006815968841285297,10000,9243,1.0818998160770312,1.0,0.81,0.5827,0.5533,0.45299999999999996,0.5332
jv,fa,0.65,38,16,0.0,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,fr,0.67,9,45,0.007140538786108407,10000,9243,1.0818998160770312,1.0,0.8126,0.5822,0.5533,0.4554,0.5719
jv,ha,0.65,38,16,0.016444877204370874,1071,9243,0.11587147030185005,1.0,0.8044,0.6291,0.5533,0.5347,0.5666
jv,hi,0.68,4,50,0.0,10000,9243,1.0818998160770312,1.0,0.9059999999999999,0.5628,0.5,0.4314,0.231
jv,hu,0.66,23,31,0.014930217461863031,10000,9243,1.0818998160770312,1.0,0.7757,0.583,0.5,0.43700000000000006,0.507
jv,ilo,0.67,9,45,0.05074110137401277,3549,9243,0.38396624472573837,0.4,0.8648,0.5631,0.7223,0.4208,0.1072
jv,id,0.82,1,53,0.05853078004976739,10000,9243,1.0818998160770312,0.6667,0.7369,0.5263,0.529,0.3606,0.0381
jv,it,0.68,4,50,0.009520718381477875,10000,9243,1.0818998160770312,1.0,0.7984,0.6118,0.7223,0.4456,0.5356
jv,kk,0.65,38,16,0.0009737098344693282,10000,9243,1.0818998160770312,1.0,0.7048,0.9275,1.0,0.611,0.3264
jv,rw,0.64,45,9,0.01211727794006275,864,9243,0.0934761441090555,1.0,0.7048,0.5767,0.7223,0.5009,0.4513
jv,ky,0.66,23,31,0.0009737098344693282,10000,9243,1.0818998160770312,1.0,0.8608,0.5925,0.5533,0.5172,0.3
jv,ku,0.66,23,31,0.054203180785459264,4006,9243,0.4334090663204587,1.0,0.9176,0.9767,0.7223,0.611,0.3908
jv,lo,0.63,51,3,0.0004327599264308125,521,9243,0.05636698041761333,1.0,0.7567,0.5579,0.7223,0.4208,0.0987
jv,mr,0.67,9,45,0.0,10000,9243,1.0818998160770312,1.0,0.8831,0.5672,0.7223,0.409,0.2134
jv,mt,0.65,38,16,0.020231526560640485,1390,9243,0.15038407443470736,1.0,1.0,0.5557,0.7223,0.46,0.5308
jv,my,0.63,51,3,0.0010818998160770314,3282,9243,0.35507951963648166,1.0,0.8499,0.5698,0.5741,0.4176,0.1501
jv,ms,0.72,2,52,0.03364708427999567,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,nl,0.69,3,51,0.010602618197554906,10000,9243,1.0818998160770312,1.0,0.7844,0.5766,0.7223,0.4485,0.5564
jv,ny,0.64,45,9,0.008763388510223954,237,9243,0.02564102564102564,1.0,0.7763,0.9377,0.7223,0.611,0.4351
jv,om,0.65,38,16,0.0014064697609001407,265,9243,0.02867034512604133,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,pa,0.67,9,45,0.00010818998160770312,7902,9243,0.8549172346640701,1.0,0.9059999999999999,0.5777,0.7223,0.3915,0.2522
jv,pl,0.67,9,45,0.012982797792924375,10000,9243,1.0818998160770312,1.0,0.8015,0.6046,0.4646,0.4931,0.5103
jv,pt,0.67,9,45,0.013199177756139782,10000,9243,1.0818998160770312,1.0,0.7952,0.5788,0.7223,0.4213,0.6042
jv,ro,0.68,4,50,0.0312669046846262,10000,9243,1.0818998160770312,1.0,0.7984,0.5796,0.4196,0.4611,0.4895
jv,ru,0.64,45,9,0.0007573298712539219,10000,9243,1.0818998160770312,1.0,0.8151,0.6446,0.4646,0.5242,0.3504
jv,sn,0.66,23,31,0.01828410689170183,592,9243,0.06404846911176025,1.0,0.7229,0.5775,0.7223,0.501,0.452
jv,so,0.65,38,16,0.02564102564102564,1246,9243,0.1348047170831981,1.0,0.8989,0.5777,0.529,0.4438,0.366
jv,es,0.68,4,50,0.01103537812398572,10000,9243,1.0818998160770312,1.0,0.8174,0.6516,0.5,0.5324,0.5942
jv,sw,0.67,9,45,0.1000757329871254,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,sv,0.67,9,45,0.012982797792924375,10000,9243,1.0818998160770312,1.0,0.7805,0.6127,0.7223,0.5072,0.5125
jv,ta,0.66,23,31,0.00010818998160770312,10000,9243,1.0818998160770312,1.0,0.8877,0.5925,0.7223,0.4456,0.1875
jv,te,0.68,4,50,0.00010818998160770312,5991,9243,0.6481661798117494,1.0,0.8718,0.5165,0.4196,0.4304,0.2001
jv,tg,0.66,23,31,0.0006491398896462187,10000,9243,1.0818998160770312,1.0,0.8684,0.9629,0.7223,0.611,0.3071
jv,tl,0.67,9,45,0.04392513253272747,10000,9243,1.0818998160770312,0.625,0.9034,0.6124,0.5,0.4611,0.1009
jv,th,0.64,45,9,0.00021637996321540625,10000,9243,1.0818998160770312,1.0,0.7323,0.5465,0.529,0.4335,0.0994
jv,ti,0.64,45,9,0.0,81,9243,0.008763388510223954,1.0,0.8718,0.6259,0.7223,0.5235,0.4043
jv,tk,0.66,23,31,0.011468138050416531,1152,9243,0.124634858812074,1.0,0.8337,0.9551,1.0,0.611,0.3376
jv,tr,0.67,9,45,0.027696635291572,10000,9243,1.0818998160770312,1.0,0.7729,0.5951,0.5,0.4831,0.4511
jv,uk,0.66,23,31,0.0014064697609001407,10000,9243,1.0818998160770312,1.0,0.7984,0.6118,0.7223,0.4456,0.4894
jv,ug,0.66,23,31,0.0015146597425078439,1167,9243,0.12625770853618956,1.0,0.8749,0.9670000000000001,1.0,0.611,0.2903
jv,uz,0.67,9,45,0.012874607811316672,10000,9243,1.0818998160770312,1.0,0.855,0.6905,0.7223,0.611,1.0
jv,vi,0.66,23,31,0.021637996321540624,10000,9243,1.0818998160770312,1.0,0.711,0.5749,0.5533,0.5072,0.1077
jv,xh,0.63,51,3,0.0036784593746619063,218,9243,0.02358541599047928,1.0,0.7308,0.5488,0.7223,0.4456,0.4641
jv,yo,0.66,23,31,0.0795196364816618,7227,9243,0.7818889970788705,1.0,0.7671,0.5636,0.5,0.4477,0.5953
jv,zu,0.65,38,16,0.00897976847343936,462,9243,0.049983771502758845,1.0,0.8073,0.6278,0.5741,0.5049,0.4461
lo,am,0.05,12,42,0.0,2028,521,3.892514395393474,1.0,0.7573,0.6233,0.5687,0.445,0.3502
lo,ar,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,az,0.04,32,22,0.005758157389635317,10000,521,19.193857965451055,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,bn,0.07,2,52,0.0,10000,521,19.193857965451055,1.0,0.7201,0.6185,0.6162,0.522,0.0878
lo,ca,0.04,32,22,0.0019193857965451055,10000,521,19.193857965451055,1.0,0.5698,0.5198,0.6162,0.4237,0.4853
lo,ceb,0.06,5,49,0.005758157389635317,10000,521,19.193857965451055,1.0,0.7861,0.5433,0.0002,0.4008,0.1156
lo,ckb,0.05,12,42,0.0,6279,521,12.051823416506718,1.0,0.7788,0.8681,0.0002,0.6643,0.3084
lo,de,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.6562,0.5966,0.5456,0.4988,0.4409
lo,fa,0.04,32,22,0.0,10000,521,19.193857965451055,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,fr,0.03,47,7,0.0,10000,521,19.193857965451055,1.0,0.6859,0.6056,0.5456,0.4973,0.479
lo,ha,0.05,12,42,0.009596928982725527,1071,521,2.055662188099808,1.0,0.5625,0.5817,0.5456,0.5336,0.5132
lo,hi,0.07,2,52,0.0,10000,521,19.193857965451055,1.0,0.6813,0.6133,0.5922,0.5399,0.1514
lo,hu,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.6557,0.5971,0.5922,0.4928,0.4161
lo,ilo,0.05,12,42,0.0019193857965451055,3549,521,6.811900191938579,1.0,0.7083,0.4962,0.0002,0.3532,0.0877
lo,id,0.06,5,49,0.0,10000,521,19.193857965451055,1.0,0.4611,0.48100000000000004,0.5687,0.3987,0.1331
lo,it,0.06,5,49,0.0,10000,521,19.193857965451055,1.0,0.5155,0.4766,0.0002,0.441,0.4471
lo,jv,0.04,32,22,0.007677543186180422,9243,521,17.74088291746641,1.0,0.7567,0.5579,0.7223,0.4208,0.0987
lo,kk,0.03,47,7,0.0,10000,521,19.193857965451055,1.0,0.7261,0.8553,0.879,0.6643,0.2337
lo,rw,0.03,47,7,0.003838771593090211,864,521,1.6583493282149713,1.0,0.7622,0.5807,0.0002,0.4772,0.4221
lo,ky,0.04,32,22,0.0019193857965451055,10000,521,19.193857965451055,1.0,0.7696,0.6939,0.5456,0.6088,0.2048
lo,ku,0.05,12,42,0.011516314779270634,4006,521,7.689059500959693,1.0,0.6355,0.7877,0.0002,0.6643,0.3081
lo,mr,0.06,5,49,0.0,10000,521,19.193857965451055,1.0,0.7788,0.6068,0.0002,0.4997,0.1485
lo,mt,0.04,32,22,0.003838771593090211,1390,521,2.6679462571976966,1.0,1.0,0.6233,0.0002,0.4617,0.4486
lo,my,0.03,47,7,0.005758157389635317,3282,521,6.299424184261037,1.0,0.8124,0.6347,0.5228,0.4425,0.0617
lo,ms,0.06,5,49,0.0,10000,521,19.193857965451055,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,nl,0.04,32,22,0.003838771593090211,10000,521,19.193857965451055,1.0,0.6055,0.5224,0.0002,0.4711,0.4618
lo,ny,0.05,12,42,0.011516314779270634,237,521,0.45489443378119004,1.0,0.5888,0.763,0.0002,0.6643,0.4294
lo,om,0.04,32,22,0.0019193857965451055,265,521,0.508637236084453,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,pa,0.05,12,42,0.0019193857965451055,7902,521,15.166986564299425,1.0,0.706,0.5918,0.0002,0.5167,0.1661
lo,pl,0.04,32,22,0.0,10000,521,19.193857965451055,1.0,0.4927,0.5295,0.6162,0.4918,0.4164
lo,pt,0.05,12,42,0.0019193857965451055,10000,521,19.193857965451055,1.0,0.5382,0.4856,0.0002,0.4493,0.514
lo,ro,0.04,32,22,0.0019193857965451055,10000,521,19.193857965451055,1.0,0.5766,0.5496,0.6409999999999999,0.4772,0.3991
lo,ru,0.03,47,7,0.0,10000,521,19.193857965451055,1.0,0.6157,0.6162,0.6162,0.5567,0.252
lo,sn,0.05,12,42,0.013435700575815739,592,521,1.1362763915547025,1.0,0.6364,0.5565,0.0002,0.5124,0.4493
lo,so,0.05,12,42,0.011516314779270634,1246,521,2.3915547024952017,1.0,0.627,0.6118,0.5687,0.5582,0.3295
lo,es,0.04,32,22,0.0,10000,521,19.193857965451055,1.0,0.6463,0.6239,0.5922,0.5421,0.5058
lo,sw,0.04,32,22,0.005758157389635317,10000,521,19.193857965451055,1.0,0.6779999999999999,0.6878,0.0002,0.6643,1.0
lo,sv,0.06,5,49,0.0,10000,521,19.193857965451055,1.0,0.6576,0.5713,0.0002,0.5184,0.4153
lo,ta,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.8689,0.6517,0.0002,0.5124,0.1424
lo,te,0.05,12,42,0.0,5991,521,11.499040307101728,1.0,0.8502,0.6576,0.6409999999999999,0.5309,0.1379
lo,tg,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.6108,0.7745,0.0002,0.6643,0.2157
lo,tl,0.06,5,49,0.007677543186180422,10000,521,19.193857965451055,1.0,0.6454,0.5621,0.5922,0.4297,0.0928
lo,th,0.28,1,53,0.0,10000,521,19.193857965451055,0.0909,0.449,0.4669,0.5687,0.3924,0.0234
lo,ti,0.02,53,1,0.0019193857965451055,81,521,0.15547024952015356,1.0,0.8195,0.6175,0.0002,0.4997,0.3495
lo,tk,0.05,12,42,0.0019193857965451055,1152,521,2.2111324376199617,1.0,0.8054,0.8882,0.879,0.6643,0.2508
lo,tr,0.05,12,42,0.0019193857965451055,10000,521,19.193857965451055,1.0,0.8106,0.6748,0.5922,0.5319,0.3659
lo,uk,0.05,12,42,0.0,10000,521,19.193857965451055,1.0,0.5766,0.5172,0.0002,0.466,0.3978
